연도,학교종류,시도,행정구,학교명,학교명(영문),본분교,학교상태,설립,우편번호,주소,전화번호,팩스번호,홈페이지
2020,전문대학(2년제),충북,충북 옥천군,충북도립대학교,Chungbuk Provincial University,본교,기존,공립,29046,"충청북도 옥천군 옥천읍 대학길 15 (문정리, 충북도립대학교)",043-220-5320        ,043-220-5319        ,www.cpu.ac.kr
2020,전문대학(2년제),충북,충북 청주시,충북보건과학대학교,Chungbuk Health and Science University,본교,기존,사립,28150,"충청북도 청주시 청원구 내수읍 덕암길 10 (덕암리, 충북보건과학대학교)",043-210-8114        ,043-214-9039        ,www.chsu.ac.kr
2020,전문대학(2년제),충북,충북 청주시,충청대학교,ChungCheong University,본교,기존,사립,28171,"충청북도 청주시 흥덕구 강내면 월곡길 38 (월곡리, 충청대학)",043-230-2114        ,043-230-2115        ,www.ok.ac.kr
2020,전문대학(2년제),충남,충남 보령시,아주자동차대학,AJOU MOTOR COLLEGE,본교,기존,사립,33415,"충청남도 보령시 주포면 대학길 106 (관산리, 아주자동차대학교)","041-939-3008, 3006",041-932-6173,http://www.motor.ac.kr
2020,전문대학(2년제),충남,충남 천안시,연암대학교,YONAM COLLEGE,본교,기존,사립,31005,"충청남도 천안시 서북구 성환읍 연암로 313 (수향리, 천안연암대학)",041-580-1114        ,041-581-0401        ,www.yonam.ac.kr
2020,전문대학(2년제),전북,전북 완주군,백제예술대학교,Paekche Institute of the Arts,본교,기존,사립,55313,"전라북도 완주군 봉동읍 백제대학로 171 (제내리, 백제예술대학교)",063-260-9114        ,063-263-3607        ,www.paekche.ac.kr
2020,전문대학(2년제),전북,전북 정읍시,전북과학대학교,JEONBUK SCIENCE COLLEGE,본교,기존,사립,56204,"전라북도 정읍시 정읍사로 509 (시기동, 전북과학대학)",063-530-9114        ,063-532-3768        ,www.jbsc.ac.kr
2020,전문대학(2년제),전북,전북 전주시,전주비전대학교,Vision College of Jeonju,본교,기존,사립,55069,"전라북도 전주시 완산구 천잠로 235 (효자동2가, 전주비전대학)",063-220-4114,063-220-3629,www.jvision.ac.kr 
2020,전문대학(2년제),전남,전남 곡성군,전남과학대학교,CHUNNAM TECHNO UNIVERSITY,본교,기존,사립,57500,전라남도 곡성군 옥과면 대학로 113 (옥과리),061-360-5000,061-360-5020,www.cntu.ac.kr 
2020,전문대학(2년제),전남,전남 담양군,전남도립대학교,Jeonnam State University,본교,기존,공립,57337,"전라남도 담양군 담양읍 죽녹원로 152 (향교리, 전남도립대학)",061-380-8412,061-381-9100        ,www.dorip.ac.kr
2020,전문대학(2년제),전남,전남 여수시,한영대학교,HANYEONG UNIVERSITY,본교,기존,사립,59720,"전라남도 여수시 장군산길 18-43 (여서동, 한영대학)",061-650-4000        ,061-650-4020        ,www.hanyeong.ac.kr
2020,전문대학(2년제),경북,경북 칠곡군,경북과학대학교,KYONGBUK SCIENCE COLLEGE,본교,기존,사립,39913,"경상북도 칠곡군 기산면 지산로 634 (봉산리, 경북과학대학교)",054-979-9001        ,054-979-9130        ,www.kbsc.ac.kr
2020,전문대학(2년제),경북,경북 예천군,경북도립대학교,GYEONGBUK PROVINCIAL COLLEGE,본교,기존,공립,36830,"경상북도 예천군 예천읍 도립대학길 114 (청복리, 경북도립대학교)",054-650-0111        ,054-650-0119        ,www.gpc.ac.kr
2020,전문대학(2년제),경북,경북 김천시,경북보건대학교,GYEONGBUK COLLEGE OF HEALTH,본교,기존,사립,39525,"경상북도 김천시 대학로 168 (삼락동, 경북보건대학교)",054-420-9200       ,054-430-4477 ,www.gch.ac.kr
2020,전문대학(2년제),경북,경북 구미시,구미대학교,gumicollege,본교,기존,사립,39213,"경상북도 구미시 야은로 37 (부곡동, 구미대학교)",054-440-1114        ,054-442-8953        ,www.gumi.ac.kr
2020,전문대학(2년제),경북,경북 경산시,대경대학교,Daekyeung College,본교,기존,사립,38547,"경상북도 경산시 자인면 단북1길 65 (단북리, 대경대학)",053-850-1000        ,053-850-1214        ,www.tk.ac.kr
2020,전문대학(2년제),경북,경북 문경시,문경대학교,Munkyung College,본교,기존,사립,36930,"경상북도 문경시 호계면 대학길 161 (별암리, 문경대학)",054-559-1114        ,054-559-1059        ,www.mkc.ac.kr
2020,전문대학(2년제),경북,경북 경주시,서라벌대학교,sorabol college,본교,기존,사립,38063,"경상북도 경주시 태종로 516 (충효동, 서라벌대학)",054-770-3500        ,054-741-5429        ,http://home.sorabol.ac.kr
2020,전문대학(2년제),경북,경북 경산시,영남외국어대학,Youngnam Foreign Language College,본교,기존,사립,38695,"경상북도 경산시 남천면 남천로 780-9 (협석리, 영남외국어대학)",053-810-0100        ,053-810-0199        ,www.yflc.ac.kr
2020,전문대학(2년제),경북,경북 경산시,호산대학교,HOSAN UNIVERSITY,본교,기존,사립,38428,"경상북도 경산시 하양읍 대경로105길 19 (부호리, 호산대학교)",053-850-8000        ,053-853-9715        ,www.hosan.ac.kr
2020,전문대학(2년제),경남,경남 거창군,경남도립거창대학,University Of Gyeongnam Geochang,본교,기존,공립,50147,"경상남도 거창군 거창읍 거창대학로 72 (대평리, 경남도립거창대학)",055-254-2800,055-254-2718,www.gc.ac.kr
2020,전문대학(2년제),경남,경남 남해군,경남도립남해대학,University Of Gyeongnam Namhae,본교,기존,공립,52422,"경상남도 남해군 남해읍 화전로78번길 30 (남변리, 경남도립남해대학)",055-254-2400,055-254-2419,www.namhae.ac.kr
2020,전문대학(2년제),경남,경남 양산시,동원과학기술대학교,Dongwon Institute of Science and Technology,본교,기존,사립,50578,"경상남도 양산시 명곡로 321 (명곡동, 동원과학기술대학교)",055-370-8100        ,055-386-2000        ,www.dist.ac.kr
2020,전문대학(2년제),경남,경남 거창군,한국승강기대학교,Korea Lift College,본교,기존,사립,50141,"경상남도 거창군 거창읍 운정1길 120 (송정리, 한국승강기대학)",055-949-2220,055-949-2222,www.klc.ac.kr
2020,전문대학(2년제),제주,제주 제주시,제주관광대학교,JEJU TOURISM UNIVERSITY,본교,기존,사립,63063,"제주특별자치도 제주시 애월읍 평화로 2715 (광령리, 제주관광대학)",064-740-8700        ,064-748-2829        ,www.jtu.ac.kr
2020,교육대학,서울,서울 서초구,서울교육대학교,Seoul National University of Education,본교,기존,국립,06639,"서울특별시 서초구 서초중앙로 96 (서초동, 서울교육대학교,서울교대초등학교)",02-3475-2114,02-581-7711,www.snue.ac.kr
2020,교육대학,부산,부산 연제구,부산교육대학교,Busan National University of Education,본교,기존,국립,47503,"부산광역시 연제구 교대로 24 (거제동, 부산교육대학교)",051-500-7114        ,051-505-4908        ,www.bnue.ac.kr
2020,교육대학,대구,대구 남구,대구교육대학교,Daegu National University of Education,본교,기존,국립,42411,"대구광역시 남구 중앙대로 219 (대명동, 대구교육대학교)",053-620-1114        ,053-651-5369        ,http://www.dnue.ac.kr
2020,교육대학,인천,인천 계양구,경인교육대학교,GYEONGIN NATIONAL UNIVERSITY OF EDUCATION,본교,기존,국립,21044,"인천광역시 계양구 계산로 62 (계산동, 경인교육대학교)",032-540-1114        ,032-541-0580        ,www.ginue.ac.kr
2020,교육대학,광주,광주 북구,광주교육대학교,GWANGJU NATIONAL UNIVERSITY OF EDUCATION,본교,기존,국립,61204,"광주광역시 북구 필문대로 55 (풍향동, 광주교육대학교)",062-520-4114        ,062-524-6022        ,www.gnue.ac.kr
2020,교육대학,경기,경기 안양시,경인교육대학교,GYEONGIN NATIONAL UNIVERSITY OF EDUCATION,제2캠퍼스,기존,국립,13910,"경기도 안양시 만안구 삼막로 155 (석수동, 경인교육대학교)",031-470-6114        ,031-470-6139        ,www.ginue.ac.kr
2020,교육대학,강원,강원 춘천시,춘천교육대학교,Chuncheon National University of Education,본교,기존,국립,24328,"강원도 춘천시 공지로 126 (석사동, 춘천교육대학교)",033-260-6000        ,033-261-4328        ,www.cnue.ac.kr
2020,교육대학,충북,충북 청주시,청주교육대학교,chongju national university of education,본교,기존,국립,28690,"충청북도 청주시 서원구 청남로 2065 (수곡동, 청주교육대학교)",043-299-0800        ,,www.cje.ac.kr
2020,교육대학,충남,충남 공주시,공주교육대학교,GONGJU NATIONAL UNIVERSITY OF EDUCATION,본교,기존,국립,32553,"충청남도 공주시 웅진로 27 (봉황동, 공주교육대학교)",041-850-1114        ,041-854-1578        ,www.gjue.ac.kr
2020,교육대학,전북,전북 전주시,전주교육대학교,JEONJU NATIONAL UNIVERSITY OF EDUCATION,본교,기존,국립,55101,"전라북도 전주시 완산구 서학로 50 (동서학동, 전주교육대학교)",063-281-7114,063-281-0102,WWW.JNUE.KR
2020,교육대학,경남,경남 진주시,진주교육대학교,Chinju National Uinversity of Education,본교,기존,국립,52673,"경상남도 진주시 진양호로369번길 3 (신안동, 진주교육대학교)",055-740-1114        ,055-745-8741        ,www.cue.ac.kr
2020,대학교,서울,서울 서초구,가톨릭대학교,The Catholic University of Korea,제2캠퍼스,기존,사립,06591,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",,,songeui.catholic.ac.kr
2020,대학교,서울,서울 종로구,가톨릭대학교,The Catholic University of Korea,제3캠퍼스,기존,사립,03083,"서울특별시 종로구 창경궁로 296-12 (혜화동, 가톨릭대학교성신교정)",02-740-9714         ,02-741-2801         ,http://catholic.ac.kr
2020,대학교,서울,서울 서대문구,감리교신학대학교,Methodist Theological University,본교,기존,사립,03745,"서울특별시 서대문구 독립문로 56 (냉천동, 감리교신학대학)",02-361-9114         ,02-361-9299         ,www.mtu.ac.kr
2020,대학교,서울,서울 광진구,건국대학교,KONKUK UNIVERSITY,본교,기존,사립,05029,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",02-450-3114,02-450-3238,www.konkuk.ac.kr
2020,대학교,서울,서울 서대문구,경기대학교,KYONGGI UNIVERSITY,제2캠퍼스,기존,사립,03746,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",02-390-5114         ,031-243-2194,www.kyonggi.ac.kr
2020,대학교,서울,서울 동대문구,경희대학교,Kyung Hee University,본교,기존,사립,02447,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교)",02-961-0114         ,02-961-0930         ,www.khu.ac.kr
2020,대학교,서울,서울 성북구,고려대학교,Korea University,본교,기존,사립,02841,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스(인문사회계))",02-3290-1114        ,,www.korea.ac.kr
2020,대학교,서울,서울 노원구,광운대학교,Kwangwoon University,본교,기존,사립,01897,"서울특별시 노원구 광운로 20 (월계동, 광운대학교)",02-940-5114,,www.kw.ac.kr
2020,대학교,서울,서울 성북구,국민대학교,KookminUniversity,본교,기존,사립,02707,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교)",02-910-4114         ,,www.kookmin.ac.kr
2020,대학교,서울,서울 도봉구,덕성여자대학교,DUKSUNG WOMEN'S UNIVERSITY,본교,기존,사립,01369,"서울특별시 도봉구 삼양로144길 33 (쌍문동, 덕성여자대학교)",02-901-8000         ,02-901-8020,www.duksung.ac.kr
2020,대학교,서울,서울 중구,동국대학교,Dongguk University,본교,기존,사립,04620,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교)",02-2260-3114        ,02-2277-1274        ,http://www.dongguk.edu
2020,대학교,서울,서울 성북구,동덕여자대학교,Dongduk women's university,본교,기존,사립,02748,"서울특별시 성북구 화랑로13길 60 (하월곡동, 동덕여자대학교)",02-940-4000         ,02-940-4182         ,www.dongduk.ac.kr
2020,대학교,서울,서울 서대문구,명지대학교 인문캠퍼스,Myongji University social science campus,제2캠퍼스,기존,사립,03674,"서울특별시 서대문구 거북골로 34 (남가좌동, 명지대학교)",1577-0020,02-300-1556         ,www.mju.ac.kr
2020,대학교,서울,서울 노원구,삼육대학교,Sahmyook University,본교,기존,사립,01795,"서울특별시 노원구 화랑로 815 (공릉동, 삼육대학교)",02-3399-3485     ,02-979-5318         ,http://www.syu.ac.kr
2020,대학교,서울,서울 종로구,상명대학교,SANGMYUNG UNIVERSITY,본교,기존,사립,03016,"서울특별시 종로구 홍지문2길 20 (홍지동, 상명대학교)",02-2287-5114        ,02-2287-0031        ,www.smu.ac.kr
2020,대학교,서울,서울 마포구,서강대학교,Sogang University,본교,기존,사립,04107,"서울특별시 마포구 백범로 35 (신수동, 서강대학교)",02-705-8114         ,,www.sogang.ac.kr
2020,대학교,서울,서울 성북구,서경대학교,SEOKYEONG UNIVERSITY,본교,기존,사립,02713,"서울특별시 성북구 서경로 124 (정릉동, 서경대학)",02-940-7114         ,02-919-0345         ,www.skuniv.ac.kr
2020,대학교,서울,서울 노원구,서울과학기술대학교,Seoul National University of Science and Technology,본교,기존,국립,01811,"서울특별시 노원구 공릉로 232 (공릉동, 서울과학기술대학교)",02-970-6114         ,02-970-6088         ,www.seoultech.ac.kr
2020,대학교,서울,서울 은평구,서울기독대학교,Seoul Christian University,본교,기존,사립,03422,"서울특별시 은평구 갈현로4길 26-2 (신사동, 서울기독대학교)",02-380-2500         ,02-380-2535         ,www.scu.ac.kr
2020,대학교,서울,서울 관악구,서울대학교,Seoul National University,본교,기존,국립대법인,08826,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",02-880-5114         ,02-885-5272         ,www.snu.ac.kr
2020,대학교,서울,서울 동대문구,서울시립대학교,University of Seoul,본교,기존,공립,02504,"서울특별시 동대문구 서울시립대로 163 (전농동, 서울시립대학교)",02-6490-6114        ,02-6490-6439      ,www.uos.ac.kr
2020,대학교,서울,서울 노원구,서울여자대학교,Seoul Women's University,본교,기존,사립,01797,"서울특별시 노원구 화랑로 621 (공릉동, 서울여자대학교)",02-970-5114         ,02-970-7931   ,www.swu.ac.kr
2020,대학교,서울,서울 구로구,서울한영대학교,SEOUL HANYOUNG UNIVERSITY,본교,기존,사립,08274,"서울특별시 구로구 경인로 290-42 (개봉동, 한영신학대학교)",02-2669-2200 ,02-2669-2209 ,www.hytu.ac.kr
2020,대학교,서울,서울 구로구,성공회대학교,SungkonghoeUniversity,본교,기존,사립,08359,"서울특별시 구로구 연동로 320 (항동, 성공회대학교)",02-2610-4114  ,02-2610-4248        ,www.skhu.ac.kr
2020,대학교,서울,서울 종로구,성균관대학교,Sungkyunkwan University,본교,기존,사립,03063,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교)",02-760-0114,,http://www.skku.edu
2020,대학교,서울,서울 성북구,성신여자대학교,Sungshin Women's University,본교,기존,사립,02844,"서울특별시 성북구 보문로34다길 2 (돈암동, 성신여자대학교)",02-920-7114         ,02-920-2018         ,www.sungshin.ac.kr
2020,대학교,서울,서울 광진구,세종대학교,Sejong University,본교,기존,사립,05006,"서울특별시 광진구 능동로 209 (군자동, 세종대학교)",02-3408-3114        ,02-3408-3906        ,www.sejong.ac.kr
2020,대학교,서울,서울 용산구,숙명여자대학교,Sookmyung Women's University,본교,기존,사립,04310,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교)",02-710-9114,02-718-2337,www.sookmyung.ac.kr
2020,대학교,서울,서울 동작구,숭실대학교,Soongsil University,본교,기존,사립,06978,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교)",02-820-0114       ,02-816-1513,www.ssu.ac.kr
2020,대학교,서울,서울 서대문구,연세대학교,Yonsei University,본교,기존,사립,03722,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교)",1599-1885,02-2123-8608,www.yonsei.ac.kr
2020,대학교,서울,서울 서대문구,이화여자대학교,Ewha Womans University,본교,기존,사립,03760,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교)",02-3277-2114        ,02-3277-3301,www.ewha.ac.kr
2020,대학교,서울,서울 광진구,장로회신학대학교,Presbyterian University & Theological Seminary,본교,기존,사립,04965,"서울특별시 광진구 광장로5길 25-1 (광장동, 장로회신학대학교)",02-450-0700         ,,www.puts.ac.kr
2020,대학교,서울,서울 동작구,중앙대학교 서울캠퍼스,Chung-Ang University,본교,기존,사립,06974,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",02-820-5114         ,,www.cau.ac.kr
2020,대학교,서울,서울 동작구,총신대학교,Chongshin University,본교,기존,사립,06988,"서울특별시 동작구 사당로 143 (사당동, 총신대학교)",02-3479-0200,02-3479-0555,www.chongshin.ac.kr
2020,대학교,서울,서울 서대문구,추계예술대학교,CHUGYE UNIVERSITY FOR THE ARTS,본교,기존,사립,03762,"서울특별시 서대문구 북아현로11가길 7 (북아현동, 추계예술대학교)",02-362-5700,02-392-1777,www.chugye.ac.kr
2020,대학교,서울,서울 강서구,케이씨대학교,KC UNIVERSITY,본교,기존,사립,07661,"서울특별시 강서구 까치산로24길 47 (화곡동, 그리스도대학교)",02-2600-2400        ,02-2698-8876        ,kcu.ac.kr
2020,대학교,서울,서울 노원구,한국성서대학교,Korean Bible University,본교,기존,사립,01757,"서울특별시 노원구 동일로214길 32 (상계동, 한국성서대학교)",02-950-5401         ,070-4275-0167,www.bible.ac.kr
2020,대학교,서울,서울 동대문구,한국외국어대학교,HANKUK UNIVERSITY OF FOREIGN STUDIES,본교,기존,사립,02450,"서울특별시 동대문구 이문로 107 (이문동, 한국외국어대학교)",02-2173-2114        ,02-960-7898,www.hufs.ac.kr
2020,대학교,서울,서울 송파구,한국체육대학교,Korea National Sport University,본교,기존,국립,05541,"서울특별시 송파구 양재대로 1239 (방이동, 한국체육대학교)",02-410-6700      ,02-418-1877         ,www.knsu.ac.kr/
2020,대학교,서울,서울 성북구,한성대학교,Hansung University,본교,기존,사립,02876,"서울특별시 성북구 삼선교로16길 116 (삼선동2가, 한성대학교)",02-760-4114    ,02-745-8943         ,www.hansung.ac.kr
2020,대학교,서울,서울 성동구,한양대학교,Hanyang University,본교,기존,사립,04763,"서울특별시 성동구 왕십리로 222 (사근동, 한양대학교)",02-2220-0114        ,,www.hanyang.ac.kr
2020,대학교,서울,서울 마포구,홍익대학교,Hongik University,본교,기존,사립,04066,"서울특별시 마포구 와우산로 94 (상수동, 홍익대학교)",02-320-1114         ,02-320-1122         ,www.hongik.ac.kr/
2020,대학교,부산,부산 남구,경성대학교,Kyungsung University,본교,기존,사립,48434,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",051-663-4114        ,051-663-4089        ,http://ks.ac.kr
2020,대학교,부산,부산 영도구,고신대학교,KOSIN UNIVERSITY,본교,기존,사립,49104,"부산광역시 영도구 와치로 194 (동삼동, 고신대학교)",051-990-2114     ,051-911-2525        ,www.kosin.ac.kr
2020,대학교,부산,부산 남구,동명대학교,TongMyong University,본교,기존,사립,48520,"부산광역시 남구 신선로 428 (용당동, 동명대학교)",051-629-1000        ,051-629-2000,www.tu.ac.kr
2020,대학교,부산,부산 사상구,동서대학교,DONGSEO UNIVERSITY,본교,기존,사립,47011,"부산광역시 사상구 주례로 47 (주례동, 동서대학교)",051-313-2001,051-313-1046,www.dongseo.ac.kr
2020,대학교,부산,부산 사하구,동아대학교,Dong-A University,본교,기존,사립,49315,"부산광역시 사하구 낙동대로550번길 37 (하단동, 동아대학교)",051-200-6114        ,051-201-5430        ,www.donga.ac.kr
2020,대학교,부산,부산 부산진구,동의대학교,Dong-eui University,본교,기존,사립,47340,"부산광역시 부산진구 엄광로 176 (가야동, 동의대학교)",051-890-1114        ,051-890-1234        ,www.deu.ac.kr
2020,대학교,부산,부산 남구,부경대학교,PUKYONG NATIONAL UNIVERSITY,본교,기존,국립,48513,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",051-629-4114        ,051-629-5119 ,www.pknu.ac.kr
2020,대학교,부산,부산 금정구,부산가톨릭대학교,CATHOLIC UNIVERSITY OF PUSAN,본교,기존,사립,46252,"부산광역시 금정구 오륜대로 57 (부곡동, 부산가톨릭대학교)",051-515-5811~5,051-514-1576,"www.cup.ac.kr 		"
2020,대학교,부산,부산 금정구,부산대학교,Pusan National University,본교,기존,국립,46241,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",051-512-0311        ,051-512-3368        ,www.pusan.ac.kr
2020,대학교,부산,부산 금정구,부산외국어대학교,Busan University of Foreign Studies,본교,기존,사립,46234,"부산광역시 금정구 금샘로485번길 65 (남산동, 부산외국어대학교)",051-509-5000,051-509-5005,www.bufs.ac.kr
2020,대학교,부산,부산 사상구,신라대학교,SILLA UNIVERSITY,본교,기존,사립,46958,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교)",051-999-5000        ,051-999-5800        ,www.silla.ac.kr
2020,대학교,부산,부산 해운대구,영산대학교,YOUNGSAN UNIVERSITY,제2캠퍼스,기존,사립,48015,"부산광역시 해운대구 반송순환로 142 (반송동, 영산대학교해운대캠퍼스)",051-540-7400        ,051-543-9347        ,www.ysu.ac.kr
2020,대학교,부산,부산 부산진구,인제대학교,Inje University,제2캠퍼스,기존,사립,47392,"부산광역시 부산진구 복지로 75 (개금동, 부산백병원)",051-894-3421        ,051-895-1864        ,www.inje.ac.kr
2020,대학교,부산,부산 영도구,한국해양대학교,Korea Maritime & Ocean University,본교,기존,국립,49112,"부산광역시 영도구 태종로 727 (동삼동, 한국해양대학교)",051-410-4114,051-405-2475,www.kmou.ac.kr/kmou/main.do
2020,대학교,대구,대구 북구,경북대학교,Kyungpook National University,본교,기존,국립,41566,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",053-950-5114        ,,www.knu.ac.kr
2020,대학교,대구,대구 달서구,계명대학교,Keimyung University,본교,기존,사립,42601,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",053-580-5114        ,053-580-5454        ,www.kmu.ac.kr
2020,대학교,대구,대구 달성군,대구경북과학기술원,DGIST,본교,기존,특별법법인,42988,대구광역시 달성군 현풍면 테크노중앙대로 333 (상리),053-785-0114,053-785-1219,www.dgist.ac.kr
2020,대학교,인천,인천 강화군,안양대학교,AnyangUniversity,제2캠퍼스,기존,사립,23038,"인천광역시 강화군 불은면 중앙로 602-14 (삼성리, 안양대학교강화캠퍼스)",032-930-6000     ,032-930-6215        ,www.anyang.ac.kr/main.do
2020,대학교,인천,인천 강화군,인천가톨릭대학교,Incheon Catholic University,본교,기존,사립,23058,인천광역시 강화군 양도면 고려왕릉로 53-1 (도장리),032-930-8000        ,032-937-8118        ,www.iccu.ac.kr
2020,대학교,인천,인천 연수구,인천가톨릭대학교,Incheon Catholic University,제2캠퍼스,기존,사립,22000,"인천광역시 연수구 해송로 12 (송도동, 인천가톨릭대학교)",032-830-7000        ,032-830-7011        ,www.iccu.ac.kr
2020,대학교,인천,인천 연수구,인천대학교,Incheon National University,본교,기존,국립대법인,22012,"인천광역시 연수구 아카데미로 119 (송도동, 인천대학교)",032-835-8114        ,032-835-0744       ,www.inu.ac.kr
2020,대학교,인천,인천 미추홀구,인하대학교,INHA UNIVERSITY,본교,기존,사립,22212,"인천광역시 남구 인하로 100 (용현동, 인하대학교)",032-860-7114        ,,www.inha.ac.kr
2020,대학교,광주,광주 북구,광신대학교,KWANGSHIN UNIVERSITY,본교,기존,사립,61027,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교)",062-605-1004        ,062-571-7255        ,www.kwangshin.ac.kr
2020,대학교,광주,광주 북구,광주과학기술원,Gwangju Institute of Science and Technology,본교,기존,특별법법인,61005,"광주광역시 북구 첨단과기로 123 (오룡동, 광주과학기술원)",062-715-2114,062-715-2300,www.gist.ac.kr
2020,대학교,광주,광주 남구,광주대학교,Gwangju University,본교,기존,사립,61743,"광주광역시 남구 효덕로 277 (진월동, 광주대학교)",062-670-2114        ,062-674-0078        ,www.gwangju.ac.kr
2020,대학교,광주,광주 광산구,광주여자대학교,Kwangju Women's University,본교,기존,사립,62396,"광주광역시 광산구 여대길 201 (산정동, 광주여자대학교)",062-956-2500        ,062-953-2218        ,www.kwu.ac.kr
2020,대학교,광주,광주 광산구,남부대학교,NAMBU UNIVERSITY,본교,기존,사립,62271,"광주광역시 광산구 첨단중앙로 23 (월계동, 남부대학교)",062-970-0001        ,062-972-6200        ,www.nambu.ac.kr
2020,대학교,광주,광주 남구,송원대학교,SONGWON UNIVERSITY,본교,기존,사립,61756,"광주광역시 남구 송암로 73 (송하동, 송원대학)",062-360-5700,062-360-5756,www.songwon.ac.kr
2020,대학교,광주,광주 북구,전남대학교,Chonnam National University,본교,기존,국립,61186,"광주광역시 북구 용봉로 77 (용봉동, 전남대학교)",062-530-5114        ,062-530-1189        ,http://www.jnu.ac.kr
2020,대학교,광주,광주 동구,조선대학교,Chosun University,본교,기존,사립,61452,"광주광역시 동구 필문대로 309 (서석동, 조선대학교)",062-230-7114,062-232-8834,www.chosun.ac.kr
2020,대학교,광주,광주 광산구,호남대학교,HONAM UNIVERSITY,본교,기존,사립,62399,"광주광역시 광산구 호남대길 100 (서봉동, 호남대학교광산캠퍼스)",062-940-5114,062-940-5005,www.honam.ac.kr
2020,대학교,광주,광주 남구,호남신학대학교,Honam Theological University & Seminary,본교,기존,사립,61642,"광주광역시 남구 제중로 77 (양림동, 호남신학대학교)",062-650-1552        ,062-675-1552        ,www.htus.ac.kr
2020,대학교,대전,대전 서구,건양대학교,KONYANG UNIVERSITY,제2캠퍼스,기존,사립,35365,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",041-730-5114        ,041-733-2070        ,www.konyang.ac.kr
2020,대학교,대전,대전 동구,대전대학교,DAEJEON UNIVERSITY,본교,기존,사립,34520,"대전광역시 동구 대학로 62 (용운동, 대전대학교)",042-280-2114        ,042-283-8808        ,www.dju.ac.kr
2020,대학교,대전,대전 대덕구,대전신학대학교,DAEJEON THEOLOGICAL UNIVERSITY,본교,기존,사립,34432,"대전광역시 대덕구 한남로 41 (오정동, 대전신학대학교)",042-606-0114,042-621-0821,www.daejeon.ac.kr
2020,대학교,대전,대전 서구,목원대학교,MOKWON UNIVERSITY,본교,기존,사립,35349,"대전광역시 서구 도안북로 88 (도안동, 목원대학교)",042-829-7114        ,042-825-5020        ,www.mokwon.ac.kr
2020,대학교,대전,대전 서구,배재대학교,Pai Chai University,본교,기존,사립,35345,"대전광역시 서구 배재로 155-40 (도마동, 배재대학교)",042-520-5114,042-533-7354,www.pcu.ac.kr
2020,대학교,대전,대전 동구,우송대학교(본교),Woosong University,본교,기존,사립,34606,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학,우송대서캠퍼스)",042-630-9600        ,042-631-2346        ,www.wsu.ac.kr
2020,대학교,대전,대전 중구,을지대학교,Eulji University,본교,기존,사립,34824,"대전광역시 중구 계룡로771번길 77 (목동, 을지대학교대전캠퍼스)",042-259-1500,042-259-1539,www.eulji.ac.kr
2020,대학교,대전,대전 유성구,충남대학교,Chungnam National University,본교,기존,국립,34134,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",042-821-5114        ,,www.cnu.ac.kr
2020,대학교,대전,대전 유성구,침례신학대학교,Korea Baptist Theological University/Seminary,본교,기존,사립,34098,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학교)",042-828-3114        ,042-825-1354        ,www.kbtus.ac.kr
2020,대학교,대전,대전 유성구,한국과학기술원,KAIST,본교,기존,특별법법인,34141,"대전광역시 유성구 대학로 291 (구성동, 한국과학기술원)",042-350-2114,042-350-2210,www.kaist.ac.kr
2020,대학교,대전,대전 대덕구,한남대학교,Hannam University,본교,기존,사립,34430,"대전광역시 대덕구 한남로 70 (오정동, 한남대학교)",042-629-7114,042-629-5874,www.hannam.ac.kr
2020,대학교,대전,대전 유성구,한밭대학교,Hanbat National University,본교,기존,국립,34158,"대전광역시 유성구 동서대로 125 (덕명동, 한밭대학교)",042-821-1038        ,042-825-5395        ,www.hanbat.ac.kr
